,Commune,Total,1HH,2HH,3HH,4HH,5HH,6HH
1338,Thalheim (AG),833,80,282,132,224,75,40
1339,Veltheim (AG),1422,168,442,261,344,125,82
1340,Villigen,2058,270,656,399,432,195,106
1341,Villnachern,1630,159,538,252,440,145,96
1342,Windisch,7535,1120,2144,1209,1816,870,376
1343,Bözberg,1554,184,618,228,320,115,89
1344,Schinznach,2202,259,752,333,484,270,104
1345,Beinwil am See,3113,420,1108,516,680,260,129
1346,Birrwil,1166,191,528,132,180,85,50
1347,Burg (AG),1013,160,292,144,264,75,78
1348,Dürrenäsch,1224,147,350,216,296,160,55
1349,Gontenschwil,2094,272,748,348,432,195,99
1350,Holziken,1329,172,452,201,312,85,107
1351,Leimbach (AG),438,47,148,84,108,45,6
1352,Leutwil,761,82,256,96,204,80,43
1353,Menziken,6070,849,1728,1062,1544,495,392
1354,Oberkulm,2681,289,870,492,620,250,160
1355,Reinach (AG),8329,1232,2354,1392,1836,925,590
1356,Schlossrued,832,85,284,153,140,100,70
1357,Schmiedrued,1147,137,332,204,248,135,91
1358,Schöftland,4219,670,1438,678,960,305,168
1359,Teufenthal (AG),1620,223,512,261,336,155,133
1360,Unterkulm,3033,376,920,507,764,295,171
1361,Zetzwil,1305,168,454,216,280,125,62
1362,Eiken,2233,270,752,396,504,180,131
1363,Frick,5383,740,1622,990,1200,545,286
1364,Gansingen,1011,98,340,144,252,100,77
1365,Gipf-Oberfrick,3471,442,994,663,920,320,132
1366,Herznach,1497,141,422,255,412,135,132
1367,Hornussen,934,133,272,159,220,80,70
1368,Kaisten,2625,306,842,555,592,230,100
1369,Laufenburg,3552,464,1118,612,844,405,109
1370,Münchwilen (AG),927,110,298,180,224,70,45
1371,Oberhof,597,64,166,60,160,105,42
1372,Oeschgen,1011,106,278,195,280,105,47
1373,Schwaderloch,643,84,206,87,148,75,43
1374,Sisseln,1579,212,534,288,356,130,59
1375,Ueken,890,93,250,150,284,75,38
1376,Wittnau,1307,152,402,246,264,175,68
1377,Wölflinswil,1030,130,326,123,236,155,60
1378,Zeihen,1162,130,372,195,320,90,55
1379,Mettauertal,1937,256,742,309,396,165,69
1380,Ammerswil,669,56,196,144,164,75,34
1381,Boniswil,1382,168,448,267,348,130,21
1382,Brunegg,804,101,250,138,220,70,25
1383,Dintikon,2181,219,622,381,564,270,125
1384,Egliswil,1404,184,440,222,380,120,58
1385,Fahrwangen,2041,292,576,324,488,215,146
1386,Hallwil,875,124,308,156,188,50,49
1387,Hendschiken,1210,144,368,267,292,105,34
1388,Holderbank (AG),1208,174,384,243,228,135,44
1389,Hunzenschwil,3999,507,1218,744,908,430,192
1390,Lenzburg,10036,1913,3194,1647,1984,905,393
1391,Meisterschwanden,2894,360,1006,552,676,225,75
1392,Möriken-Wildegg,4340,525,1262,774,1100,475,204
1393,Niederlenz,4709,474,1272,852,1368,460,283
1394,Othmarsingen,2769,334,812,540,708,270,105
1395,Rupperswil,5395,727,1682,894,1272,625,195
1396,Schafisheim,2965,312,938,552,708,285,170
1397,Seengen,3906,502,1168,699,1000,410,127
1398,Seon,5134,685,1532,978,1224,475,240
1399,Staufen,3208,461,1056,552,736,315,88
1400,Abtwil,968,88,234,192,320,110,24
1401,Aristau,1429,177,458,246,348,140,60
1402,Auw,2084,204,500,348,592,325,115
1403,Beinwil (Freiamt),1130,138,326,141,252,195,78
1404,Besenbüren,621,47,158,105,180,80,51
1405,Bettwil,606,85,218,99,112,65,27
1406,Boswil,2750,379,776,519,608,285,183
1407,Bünzen,1107,129,348,171,232,145,82
1408,Buttwil,1218,101,342,189,396,140,50
1409,Dietwil,1312,174,380,228,332,110,88
1410,Geltwil,207,14,46,45,56,20,26
1411,Kallern,360,14,114,69,92,50,21
1412,Merenschwand,3436,333,926,564,988,475,150
1413,Mühlau,1162,146,350,219,256,140,51
1414,Muri (AG),7661,1028,2176,1317,1980,710,450
1415,Oberrüti,1555,114,416,261,524,215,25
1416,Rottenschwil,810,93,264,168,204,55,26
1417,Sins,4286,425,1102,759,1136,615,249
1418,Waltenschwil,2858,309,878,507,768,320,76
1419,Hellikon,783,83,246,153,180,60,61
1420,Kaiseraugst,5458,794,1692,942,1308,475,247
1421,Magden,3898,404,1208,681,1132,380,93
1422,Möhlin,10890,1267,3264,1929,2820,1150,460
1423,Mumpf,1406,210,488,264,296,110,38
1424,Obermumpf,1035,131,324,213,244,80,43
1425,Olsberg,359,37,154,63,64,35,6
1426,Rheinfelden,13180,2344,4432,2379,2616,950,459
1427,Schupfart,823,106,290,138,192,75,22
1428,Stein (AG),3114,494,926,567,724,200,203
1429,Wallbach,1948,224,704,330,520,115,55
1430,Wegenstetten,1055,98,328,174,248,110,97
1431,Zeiningen,2268,280,748,447,536,175,82
1432,Zuzgen,876,83,274,165,212,115,27
1433,Aarburg,7895,1162,2328,1515,1580,915,395
1434,Attelwil,293,32,88,30,76,55,12
1435,Bottenwil,785,79,278,117,204,95,12
1436,Brittnau,3837,440,1248,705,888,395,161
1437,Kirchleerau,838,113,310,144,156,95,20
1438,Kölliken,4296,558,1254,738,1024,510,212
1439,Moosleerau,915,101,236,198,196,135,49
1440,Murgenthal,2855,370,950,438,620,320,157
1441,Oftringen,13490,1934,4194,2343,3008,1365,646
1442,Reitnau,1264,139,354,207,304,160,100
1443,Rothrist,8771,1106,2734,1449,2240,805,437
1444,Safenwil,3759,487,1244,687,888,270,183
1445,Staffelbach,1224,149,384,273,244,130,44
1446,Strengelbach,4748,715,1482,846,1092,445,168
1447,Uerkheim,1335,178,480,252,296,70,59
1448,Vordemwald,1906,204,670,297,444,200,91
1449,Wiliberg,164,20,66,15,40,10,13
1450,Zofingen,11311,2105,3796,1908,2284,810,408
1451,Baldingen,260,21,84,51,80,5,19
1452,Böbikon,173,10,74,30,28,25,6
1453,Böttstein,3935,447,1266,627,920,410,265
1454,Döttingen,3819,506,1132,708,820,330,323
1455,Endingen,2557,256,700,447,652,335,167
1456,Fisibach,477,40,162,69,116,45,45
1457,Full-Reuenthal,870,87,254,147,220,115,47
1458,Kaiserstuhl,419,77,146,84,52,35,25
1459,Klingnau,3425,473,1064,597,748,320,223
1460,Koblenz,1645,224,460,315,344,165,137
1461,Leibstadt,1273,155,384,222,288,135,89
1462,Lengnau (AG),2722,281,754,423,744,365,155
1463,Leuggern,2130,252,752,327,452,195,152
1464,Mellikon,238,22,82,24,76,25,9
1465,Rekingen (AG),913,96,284,177,192,100,64
1466,Rietheim,748,65,196,135,204,115,33
1467,Rümikon,310,54,112,54,52,25,13
1468,Schneisingen,1381,173,488,273,324,95,28
1469,Siglistorf,606,81,194,123,124,50,34
1470,Tegerfelden,1201,154,378,213,268,135,53
1471,Wislikofen,337,37,106,66,72,30,26
1472,Bad Zurzach,4169,663,1328,696,884,315,283
1473,Arbon,14311,2659,4386,2505,3036,1185,540
1474,Dozwil,701,59,180,111,184,90,77
1475,Egnach,4664,433,1258,813,1256,555,349
1476,Hefenhofen,1176,114,330,198,264,190,80
1477,Horn,2702,522,946,435,556,185,58
1478,Kesswil,998,112,316,105,296,100,69
1479,Roggwil (TG),3032,281,824,498,828,380,221
1480,Romanshorn,10736,1710,3204,1824,2316,1010,672
1481,Salmsach,1412,168,424,228,328,160,104
1482,Sommeri,554,68,162,108,88,90,38
1483,Uttwil,1844,240,602,348,404,175,75
1484,Amriswil,13266,1863,3736,2265,2980,1470,952
1485,Bischofszell,5922,902,1694,1038,1456,545,287
1486,Erlen,3637,379,976,615,932,485,250
1487,Hauptwil-Gottshaus,1910,206,530,303,404,275,192
1488,Hohentannen,599,56,154,117,140,70,62
1489,Kradolf-Schönenberg,3532,483,1120,543,772,385,229
1490,Sulgen,3708,515,1128,594,780,435,256
1491,Zihlschlacht-Sitterdorf,2330,242,678,357,516,360,177
1492,Basadingen-Schlattingen,1811,189,570,267,460,215,110
1493,Diessenhofen,3855,618,1182,657,828,365,205
1494,Schlatt (TG),1654,198,494,351,412,155,44
1495,Aadorf,8802,1142,2852,1572,2052,835,349
1496,Felben-Wellhausen,2783,339,890,477,684,295,98
1497,Frauenfeld,24907,4341,7984,4278,5484,1990,830
1498,Gachnang,4263,419,1322,750,1112,415,245
1499,Hüttlingen,836,84,272,123,184,110,63
1500,Matzingen,2826,321,852,480,752,280,141
1501,Neunforn,993,100,380,153,260,70,30
1502,Stettfurt,1200,114,356,186,332,165,47
1503,Thundorf,1446,145,380,213,380,210,118
1504,Uesslingen-Buch,1089,108,358,201,248,130,44
1505,Warth-Weiningen,1312,139,484,201,328,80,80
1506,Altnau,2197,288,602,384,636,215,72
1507,Bottighofen,2149,315,760,363,476,180,55
1508,Ermatingen,3335,511,1166,543,724,240,151
1509,Gottlieben,350,83,96,54,56,40,21
1510,Güttingen,1596,186,478,255,372,195,110
1511,Kemmental,2471,239,760,423,620,285,144
1512,Kreuzlingen,21517,4259,6654,3855,4200,1650,899
1513,Langrickenbach,1306,140,388,234,312,175,57
1514,Lengwil,1703,162,504,309,408,165,155
1515,Münsterlingen,3411,561,1072,585,816,220,157
1516,Tägerwilen,4572,553,1246,849,1316,425,183
1517,Wäldi,1037,109,320,195,212,140,61
1518,Affeltrangen,2541,265,712,417,584,340,223
1519,Bettwiesen,1230,158,328,249,260,180,55
1520,Bichelsee-Balterswil,2802,314,900,471,576,365,176
1521,Braunau,767,67,224,117,216,100,43
1522,Eschlikon,4272,547,1374,780,992,360,219
1523,Fischingen,2656,336,842,402,612,315,149
1524,Lommis,1208,128,310,222,332,110,106
1525,Münchwilen (TG),5474,700,1468,1026,1356,620,304
1526,Rickenbach (TG),2749,451,880,468,572,190,188
1527,Schönholzerswilen,837,66,182,135,228,140,86
1528,Sirnach,7654,1110,2264,1338,1848,790,304
1529,Tobel-Tägerschen,1583,198,480,261,404,170,70
1530,Wängi,4581,489,1366,732,1216,500,278
1531,Wilen (TG),2478,226,674,375,784,350,69
1532,Wuppenau,1116,101,270,168,292,210,75
1533,Berlingen,886,169,350,168,156,25,18
1534,Eschenz,1740,229,524,303,404,160,120
1535,Herdern,1023,109,344,159,244,105,62
1536,Homburg,1528,142,466,258,336,220,106
1537,Hüttwilen,1701,185,510,246,444,210,106
1538,Mammern,645,100,166,117,176,60,26
1539,Müllheim,2936,359,920,501,684,340,132
1540,Pfyn,1981,239,562,378,488,235,79
1541,Raperswilen,392,57,142,63,68,50,12
1542,Salenstein,1268,187,466,258,208,110,39
1543,Steckborn,3723,667,1196,720,704,305,131
1544,Wagenhausen,1632,236,522,297,352,140,85
1545,Amlikon-Bissegg,1324,138,462,213,308,160,43
1546,Berg (TG),3284,379,850,501,892,445,217
1547,Birwinken,1347,134,400,186,288,190,149
1548,Bürglen (TG),3761,524,1166,636,828,415,192
1549,Bussnang,2298,228,664,423,516,295,172
1550,Märstetten,2799,365,794,513,644,300,183
1551,Weinfelden,11183,1869,3574,1872,2416,965,487
1552,Wigoltingen,2412,286,742,372,568,255,189
1553,Arbedo-Castione,4946,804,1342,1071,1192,370,167
1554,Bellinzona,42574,7136,11618,9165,9948,3430,1277
1555,Cadenazzo,2897,398,662,663,636,355,183
1556,Isone,371,68,94,90,92,15,12
1557,Lumino,1452,225,388,315,356,125,43
1558,Sant'Antonino,2497,288,746,600,580,195,88
1559,Acquarossa,1823,316,548,270,388,200,101
1560,Blenio,1780,334,532,396,320,135,63
1561,Serravalle,2035,339,552,453,500,155,36
1562,Airolo,1509,318,416,297,296,135,47
1563,Bedretto,106,30,30,27,4,15,0
1564,Bodio,1019,207,258,198,184,95,77
1565,Dalpe,183,30,52,45,24,20,12
1566,Faido,2847,559,842,597,568,200,81
1567,Giornico,859,153,272,183,148,70,33
1568,Personico,341,59,82,72,88,20,20
1569,Pollegio,746,112,206,183,160,55,30
1570,Prato (Leventina),404,82,110,54,112,25,21
1571,Quinto,1011,165,282,225,192,95,52
1572,Ascona,5431,1358,1744,999,988,270,72
1573,Brione (Verzasca),184,33,48,51,24,15,13
1574,Brione sopra Minusio,483,96,186,84,96,15,6
1575,Brissago,1703,413,630,285,256,100,19
1576,Corippo,12,10,2,0,0,0,0
1577,Frasco,107,22,32,6,32,15,0
1578,Gordola,4614,682,1282,1014,1148,405,83
1579,Lavertezzo,1311,189,316,234,376,140,56
1580,Locarno,15708,3500,4646,3216,3036,1055,255
1581,Losone,6556,1126,2008,1458,1384,495,85
1582,Mergoscia,214,37,74,36,36,25,6
1583,Minusio,7070,1597,2230,1272,1480,370,121
1584,Muralto,2615,750,854,429,400,145,37
1585,Orselina,712,203,300,87,112,10,0
1586,Ronco sopra Ascona,597,156,238,96,72,35,0
1587,Sonogno,87,25,24,12,20,0,6
1588,Tenero-Contra,3064,577,830,582,656,335,84
1589,Vogorno,277,68,88,45,60,10,6
1590,Onsernone,676,160,270,84,104,40,18
1591,Cugnasco-Gerra,2860,360,760,585,856,245,54
1592,Agno,4430,776,1342,852,1032,320,108
1593,Aranno,373,45,62,75,136,55,0
1594,Arogno,993,161,250,168,232,130,52
1595,Astano,301,69,94,54,64,20,0
1596,Bedano,1533,161,350,363,480,145,34
1597,Bedigliora,624,85,170,126,156,60,27
1598,Bioggio,2613,384,766,606,536,210,111
1599,Bissone,917,201,270,228,164,35,19
1600,Brusino Arsizio,480,91,164,99,104,15,7
1601,Cademario,775,132,220,141,212,50,20
1602,Cadempino,1497,189,364,342,404,160,38
1603,Canobbio,2077,329,588,444,520,165,31
1604,Caslano,4262,716,1186,753,1092,355,160
1605,Comano,2008,268,514,372,608,190,56
1606,Croglio,847,162,240,186,164,75,20
1607,Cureglia,1382,186,390,330,360,80,36
1608,Curio,541,103,132,117,144,45,0
1609,Grancia,513,57,134,126,140,30,26
1610,Gravesano,1309,159,368,378,340,50,14
1611,Lamone,1762,286,444,396,448,150,38
1612,Lugano,62426,13513,17432,12378,12744,4565,1794
1613,Magliaso,1581,233,440,405,364,120,19
1614,Manno,1330,131,374,312,400,95,18
1615,Maroggia,674,155,204,138,128,30,19
1616,Massagno,6151,1407,1718,1104,1244,435,243
1617,Melano,1420,226,390,321,344,100,39
1618,Melide,1790,385,546,354,336,115,54
1619,Mezzovico-Vira,1345,145,326,288,396,130,60
1620,Miglieglia,311,43,92,48,64,40,24
1621,Monteggio,883,140,238,219,204,50,32
1622,Morcote,717,196,258,132,100,5,26
1623,Muzzano,800,125,226,147,204,85,13
1624,Neggio,313,41,72,75,84,35,6
1625,Novaggio,812,131,208,132,196,90,55
1626,Origlio,1471,168,324,273,456,185,65
1627,Paradiso,3984,1126,1136,633,700,280,109
1628,Ponte Capriasca,1867,220,460,390,512,220,65
1629,Ponte Tresa,780,202,264,156,112,40,6
1630,Porza,1575,242,404,339,416,160,14
1631,Pura,1354,186,394,252,352,130,40
1632,Rovio,830,133,232,192,196,35,42
1633,Savosa,2196,381,586,432,492,210,95
1634,Sessa,680,122,206,105,148,80,19
1635,Sorengo,1597,254,404,303,360,170,106
1636,Capriasca,6563,932,1734,1296,1588,740,273
1637,Torricella-Taverne,3023,350,786,729,768,270,120
1638,Vernate,579,93,174,135,124,35,18
1639,Vezia,1931,289,506,441,436,190,69
1640,Vico Morcote,381,67,118,75,64,45,12
1641,Collina d'Oro,4619,645,1234,975,1144,405,216
1642,Alto Malcantone,1393,204,358,300,324,130,77
1643,Monteceneri,4450,629,1156,1023,1084,425,133
1644,Balerna,3268,641,904,738,704,205,76
1645,Castel San Pietro,2108,313,630,405,532,175,53
1646,Chiasso,7890,2108,2252,1521,1316,475,218
1647,Coldrerio,2897,445,804,678,668,240,62
1648,Mendrisio,14680,2620,4196,3042,3340,1070,412
1649,Morbio Inferiore,4528,671,1302,1005,1076,385,89
1650,Novazzano,2331,296,664,615,540,155,61
1651,Riva San Vitale,2598,375,732,549,640,210,92
1652,Stabio,4573,559,1146,1005,1264,425,174
1653,Vacallo,3343,548,970,696,796,265,68
1654,Breggia,2015,310,584,438,472,155,56
1655,Biasca,6052,877,1694,1203,1516,580,182
1656,Riviera,4151,547,1006,954,1160,355,129
1657,Bosco/Gurin,49,15,18,3,8,5,0
1658,Campo (Vallemaggia),49,21,18,3,0,0,7
1659,Cerentino,48,16,14,3,4,5,6
1660,Cevio,1132,223,286,237,252,110,24
1661,Linescio,47,18,14,6,4,5,0
1662,Maggia,2565,385,760,519,604,230,67
1663,Lavizzara,518,97,132,84,120,55,30
1664,Avegno Gordevio,1458,189,324,297,424,175,49
1665,Terre di Pedemonte,2542,336,746,483,724,205,48
1666,Centovalli,1116,223,356,189,212,105,31
1667,Gambarogno,5088,874,1566,960,1136,420,132
1668,Aigle,10014,1609,2492,1929,2108,1155,721
1669,Bex,7556,1221,1926,1386,1708,740,575
1670,Chessel,392,43,88,84,104,55,18
1671,Corbeyrier,428,75,148,60,96,35,14
1672,Gryon,1310,260,398,234,264,100,54
1673,Lavey-Morcles,924,184,282,138,188,95,37
1674,Leysin,2588,600,708,408,644,180,48
1675,Noville,1042,92,232,201,288,110,119
1676,Ollon,6874,1079,1970,1218,1712,665,230
1677,Ormont-Dessous,1111,275,348,174,196,80,38
1678,Ormont-Dessus,1443,262,486,228,300,110,57
1679,Rennaz,842,91,224,156,196,95,80
1680,Roche (VD),1643,198,402,282,460,180,121
1681,Villeneuve (VD),5621,861,1478,1092,1232,595,363
1682,Yvorne,1030,151,294,225,252,75,33
1683,Apples,1406,159,378,222,396,150,101
1684,Aubonne,3243,444,786,657,812,335,209
1685,Ballens,524,56,136,108,140,50,34
1686,Berolle,301,27,60,45,88,60,21
1687,Bière,1568,238,374,300,412,180,64
1688,Bougy-Villars,481,55,134,69,120,70,33
1689,Féchy,896,85,194,174,296,105,42
1690,Gimel,1928,238,532,387,496,200,75
1691,Longirod,469,53,128,99,136,35,18
1692,Marchissy,451,48,112,57,148,60,26
1693,Mollens (VD),300,31,88,60,80,15,26
1694,Montherod,503,45,126,105,144,50,33
1695,Saint-George,1006,111,258,186,284,85,82
1696,Saint-Livres,680,93,194,123,176,75,19
1697,Saint-Oyens,365,28,88,72,140,25,12
1698,Saubraz,422,28,66,93,140,60,35
1699,Avenches,4091,532,1002,855,996,420,286
1700,Cudrefin,1584,200,428,312,424,160,60
1701,Faoug,894,132,324,117,232,65,24
1702,Vully-les-Lacs,3064,417,980,567,700,250,150
1703,Bettens,571,57,130,111,168,70,35
1704,Bournens,415,35,110,54,140,70,6
1705,Boussens,982,64,220,222,344,105,27
1706,La Chaux (Cossonay),421,41,102,84,104,65,25
1707,Chavannes-le-Veyron,141,16,30,30,44,15,6
1708,Chevilly,298,39,76,45,112,20,6
1709,Cossonay,3813,540,974,717,1048,380,154
1710,Cottens (VD),478,43,114,81,152,60,28
1711,Cuarnens,479,43,142,78,136,50,30
1712,Daillens,999,103,250,228,296,70,52
1713,Dizy,229,18,52,42,68,30,19
1714,Eclépens,1090,106,316,243,260,135,30
1715,Ferreyres,319,18,90,54,84,60,13
1716,Gollion,917,122,292,162,220,90,31
1717,Grancy,403,39,104,75,108,65,12
1718,L'Isle,999,131,282,168,252,100,66
1719,Lussery-Villars,458,61,122,105,128,30,12
1720,Mauraz,60,5,18,12,12,0,13
1721,Mex (VD),720,83,224,159,152,50,52
1722,Moiry,313,39,78,54,68,35,39
1723,Mont-la-Ville,418,41,116,78,120,45,18
1724,Montricher,984,117,242,201,248,95,81
1725,Orny,344,36,88,63,112,45,0
1726,Pampigny,1122,120,290,240,260,175,37
1727,Penthalaz,3242,426,924,726,844,200,122
1728,Penthaz,1722,173,444,345,576,145,39
1729,Pompaples,809,95,190,129,232,100,63
1730,La Sarraz,2568,367,616,504,692,260,129
1731,Senarclens,482,53,86,114,112,95,22
1732,Sévery,231,25,66,42,72,20,6
1733,Sullens,1004,90,288,201,296,65,64
1734,Vufflens-la-Ville,1220,136,314,234,356,100,80
1735,Assens,1068,98,266,216,348,85,55
1736,Bercher,1200,131,318,204,312,180,55
1737,Bioley-Orjulaz,469,53,128,105,144,25,14
1738,Bottens,1262,111,330,234,408,120,59
1739,Bretigny-sur-Morrens,822,104,224,183,212,75,24
1740,Cugy (VD),2710,225,630,507,704,395,249
1741,Echallens,5696,662,1384,1140,1608,670,232
1742,Essertines-sur-Yverdon,979,93,228,192,320,95,51
1743,Etagnières,1115,136,272,210,368,85,44
1744,Fey,703,48,148,156,244,90,17
1745,Froideville,2556,259,662,504,724,300,107
1746,Morrens (VD),1088,85,262,210,312,115,104
1747,Oulens-sous-Echallens,571,54,132,117,172,90,6
1748,Pailly,537,51,122,99,168,55,42
1749,Penthéréaz,418,23,120,90,116,45,24
1750,Poliez-Pittet,844,78,172,141,248,105,100
1751,Rueyres,256,25,64,36,64,30,37
1752,Saint-Barthélemy (VD),720,66,194,132,216,80,32
1753,Villars-le-Terroir,1150,95,324,234,336,125,36
1754,Vuarrens,983,63,184,186,308,180,62
1755,Montilliez,1728,173,504,333,520,145,53
1756,Goumoëns,1066,85,216,201,352,150,62
1757,Bonvillars,490,51,158,78,132,65,6
1758,Bullet,641,112,222,90,148,45,24
1759,Champagne,1024,107,266,204,304,100,43
1760,Concise,969,145,284,189,272,55,24
1761,Corcelles-près-Concise,362,43,112,78,72,35,22
1762,Fiez,425,37,104,63,148,55,18
1763,Fontaines-sur-Grandson,210,20,48,48,52,25,17
1764,Giez,419,45,120,63,116,55,20
1765,Grandevent,229,18,68,48,56,15,24
1766,Grandson,3191,467,888,684,792,255,105
1767,Mauborget,119,21,50,12,16,20,0
1768,Mutrux,163,12,32,36,32,30,21
1769,Novalles,101,9,28,30,24,10,0
1770,Onnens (VD),475,50,132,102,140,45,6
1771,Provence,366,61,120,51,72,50,12
1772,Sainte-Croix,4807,1118,1394,735,872,415,273
1773,Tévenon,824,94,246,138,224,85,37
1774,Belmont-sur-Lausanne,3650,364,980,762,1052,375,117
1775,Cheseaux-sur-Lausanne,4296,531,1210,876,1180,385,114
1776,Crissier,7561,944,1908,1560,1936,820,393
1777,Epalinges,9242,1235,2310,1779,2608,935,375
1778,Jouxtens-Mézery,1469,93,334,279,484,205,74
1779,Lausanne,135339,32246,37044,25299,25252,10505,4993
1780,Le Mont-sur-Lausanne,7962,758,2062,1695,2172,920,355
1781,Paudex,1478,255,408,342,324,110,39
1782,Prilly,12055,2630,3532,2352,2360,840,341
1783,Pully,17890,3163,5302,3570,3896,1525,434
1784,Renens (VD),20789,3498,5398,4254,4596,1945,1098
